ItemName,Brand,Category,StockQty,ArrivalDate,ExpiryDate,DaysUntilExpiry,DailySaleAvg,SpoilageChance,SuggestedAction,StoreLocation,IsSpoiled,OnPromotion,TemperatureSensitive,StoreID,Zone,TemperatureSupport,DistanceToNearestStore,AvgDailySaleInNearbyStores
Kurkure masala,Pepsico,Snacks,148,2025-06-12,2025-06-19,7,0.6,1.0,donate,Delhi,True,False,False,Delhi_147,North,True,11.3,0.6922566269189463
Amul milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,11,8.9,1.0,donate,Bangalore,False,False,True,Bangalore_108,South,Not Recorded,2.6,10.348409020574636
Lays chips 100g,Pepsico,Snacks,116,2025-06-14,2025-06-22,8,7.0,1.0,donate,Kanpur,True,True,False,Kanpur_181,North,Not Recorded,12.5,5.832903377585052
Kurkure masala,Pepsico,Snacks,283,2025-06-12,2025-06-15,3,12.9,1.0,donate,Chennai,True,False,False,Chennai_126,South,Not Recorded,12.4,14.49412176328148
Amul milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,11,8.9,1.0,donate,Bangalore,False,False,True,Bangalore_109,South,Not Recorded,2.6,9.60525678390045
Brown bun pack,Harvest gold,Bakery,39,2025-06-19,2025-06-30,11,10.3,0.38,none,Chennai,False,False,False,Chennai_127,South,Not Recorded,6.8,8.287639072952793
Mother dairy butter 100g,Mother dairy,Dairy,220,2025-06-19,2025-06-23,4,13.7,1.0,donate,Kanpur,False,False,True,Kanpur_182,North,Not Recorded,2.5,12.767742308265616
Brown bun pack,Harvest gold,Bakery,42,2025-06-14,2025-06-17,3,24.3,0.69,monitor,Kanpur,False,True,False,Kanpur_183,North,Not Recorded,4.4,24.087942254967203
Lays chips 100g,Pepsico,Snacks,144,2025-06-14,2025-06-24,10,13.6,1.0,donate,Chennai,True,False,False,Chennai_128,South,Not Recorded,5.3,12.32621819224195
Kurkure masala,Pepsico,Snacks,283,2025-06-12,2025-06-15,3,12.9,1.0,donate,Chennai,True,False,False,Chennai_129,South,Not Recorded,8.6,11.876623880583743
Chicken breast 500g,Godrej,Meat,47,2025-06-19,2025-06-25,6,10.3,1.0,donate,Delhi,False,True,True,Delhi_148,North,True,5.9,10.125259637016248
Bingo mad angles,Itc,Snacks,60,2025-06-22,2025-07-03,11,21.6,0.11,none,Delhi,False,True,False,Delhi_149,North,True,3.5,25.569787857474573
White bread,Harvest gold,Bakery,162,2025-06-26,2025-07-02,6,14.2,0.57,monitor,Bangalore,False,False,False,Bangalore_110,South,Not Recorded,10.8,13.584989623364429
White bread,Harvest gold,Bakery,261,2025-06-25,2025-07-04,9,20.0,0.43,none,Bangalore,False,False,False,Bangalore_111,South,Not Recorded,13.8,18.276663945362973
Spinach bunch,Local farmer,Produce,145,2025-06-15,2025-06-22,7,15.8,1.0,donate,Kanpur,True,False,True,Kanpur_184,North,Not Recorded,12.3,15.018894910875517
Brown bun pack,Harvest gold,Bakery,42,2025-06-14,2025-06-17,3,24.3,0.69,monitor,Kanpur,False,True,False,Kanpur_185,North,Not Recorded,9.2,28.818681399700043
Fish fillet 300g,Freshcatch,Meat,228,2025-06-23,2025-06-27,4,20.6,1.0,donate,Bangalore,True,False,True,Bangalore_112,South,Not Recorded,3.7,24.30874531463553
Spinach bunch,Local farmer,Produce,115,2025-06-16,2025-06-23,7,22.4,1.0,donate,Kanpur,True,True,True,Kanpur_186,North,Not Recorded,3.9,26.22736760312019
Chicken breast 500g,Godrej,Meat,47,2025-06-19,2025-06-25,6,10.3,1.0,donate,Delhi,False,True,True,Delhi_150,North,True,13.8,10.31429168045675
Bingo mad angles,Itc,Snacks,63,2025-06-25,2025-07-02,7,14.9,0.21,none,Mumbai,False,False,False,Mumbai_72,West,False,13.4,13.1054964795421
Lays chips 100g,Pepsico,Snacks,144,2025-06-14,2025-06-24,10,13.6,1.0,donate,Chennai,True,False,False,Chennai_130,South,Not Recorded,11.1,12.487053269999937
Brown bun pack,Harvest gold,Bakery,247,2025-06-25,2025-07-03,8,10.0,0.99,donate,Chennai,False,False,False,Chennai_131,South,Not Recorded,10.4,10.18787271667167
Brown bun pack,Harvest gold,Bakery,42,2025-06-14,2025-06-17,3,24.3,0.69,monitor,Kanpur,False,True,False,Kanpur_187,North,Not Recorded,5.8,27.23201934767796
Chicken breast 500g,Godrej,Meat,100,2025-06-26,2025-07-05,9,2.8,1.0,donate,Kanpur,True,True,True,Kanpur_188,North,Not Recorded,6.2,2.321210500184616
Mother dairy butter 100g,Mother dairy,Dairy,220,2025-06-19,2025-06-23,4,13.7,1.0,donate,Kanpur,False,False,True,Kanpur_189,North,Not Recorded,10.9,11.01549951833112
White bread,Harvest gold,Bakery,162,2025-06-26,2025-07-02,6,14.2,0.57,monitor,Bangalore,False,False,False,Bangalore_113,South,Not Recorded,10.5,15.468870050339676
Brown bun pack,Harvest gold,Bakery,247,2025-06-25,2025-07-03,8,10.0,0.99,donate,Chennai,False,False,False,Chennai_132,South,Not Recorded,6.0,8.995481855633571
Mother dairy butter 100g,Mother dairy,Dairy,220,2025-06-19,2025-06-23,4,13.7,1.0,donate,Kanpur,False,False,True,Kanpur_190,North,Not Recorded,5.9,11.5376985985715
Amul milk 500ml,Amul,Dairy,12,2025-06-26,2025-06-30,4,4.6,0.26,none,Chennai,False,False,True,Chennai_133,South,Not Recorded,11.5,5.439193436766369
Lays chips 100g,Pepsico,Snacks,232,2025-06-23,2025-07-03,10,9.7,0.96,donate,Kanpur,False,False,False,Kanpur_191,North,Not Recorded,2.5,10.865375998456203
Kurkure masala,Pepsico,Snacks,224,2025-06-24,2025-07-06,12,3.6,1.0,donate,Bangalore,True,True,False,Bangalore_114,South,Not Recorded,14.6,3.777889058948044
Kurkure masala,Pepsico,Snacks,59,2025-06-20,2025-06-23,3,12.2,1.0,donate,Chennai,True,True,False,Chennai_134,South,Not Recorded,7.3,10.250566741149582
Chicken breast 500g,Godrej,Meat,263,2025-06-19,2025-06-24,5,14.3,1.0,donate,Delhi,True,True,True,Delhi_151,North,True,4.2,15.278699070662691
Brown bun pack,Harvest gold,Bakery,247,2025-06-25,2025-07-03,8,10.0,0.99,donate,Chennai,False,False,False,Chennai_135,South,Not Recorded,11.6,9.06406760881262
Bingo mad angles,Itc,Snacks,26,2025-06-15,2025-06-24,9,13.7,0.76,discount,Kanpur,False,False,False,Kanpur_192,North,Not Recorded,9.6,12.82686342029544
Spinach bunch,Local farmer,Produce,253,2025-06-12,2025-06-15,3,12.6,1.0,donate,Kanpur,True,True,True,Kanpur_193,North,Not Recorded,8.0,11.519269944554663
Banana 6pcs,Local farmer,Produce,154,2025-06-14,2025-06-21,7,5.6,1.0,donate,Mumbai,True,True,True,Mumbai_73,West,False,10.1,5.481977000802756
Bingo mad angles,Itc,Snacks,60,2025-06-22,2025-07-03,11,21.6,0.11,none,Delhi,False,True,False,Delhi_152,North,True,3.3,21.67527639931437
Mother dairy butter 100g,Mother dairy,Dairy,220,2025-06-19,2025-06-23,4,13.7,1.0,donate,Kanpur,False,False,True,Kanpur_194,North,Not Recorded,4.9,15.543037823756263
Chicken breast 500g,Godrej,Meat,47,2025-06-19,2025-06-25,6,10.3,1.0,donate,Delhi,False,True,True,Delhi_153,North,True,5.6,12.171411677651568
Mutton mince 250g,Godrej,Meat,265,2025-06-15,2025-06-19,4,1.7,1.0,donate,Delhi,True,True,True,Delhi_154,North,True,8.5,1.7998938737879229
Chicken breast 500g,Godrej,Meat,100,2025-06-26,2025-07-05,9,2.8,1.0,donate,Kanpur,True,True,True,Kanpur_195,North,Not Recorded,14.6,2.6216425575446887
Kurkure masala,Pepsico,Snacks,283,2025-06-12,2025-06-15,3,12.9,1.0,donate,Chennai,True,False,False,Chennai_136,South,Not Recorded,2.9,15.149454540293474
Spinach bunch,Local farmer,Produce,253,2025-06-12,2025-06-15,3,12.6,1.0,donate,Kanpur,True,True,True,Kanpur_196,North,Not Recorded,10.0,13.242858649535831
Kurkure masala,Pepsico,Snacks,148,2025-06-12,2025-06-19,7,0.6,1.0,donate,Delhi,True,False,False,Delhi_155,North,True,2.4,0.5731994707354353
Nestlé yogurt 150g,Nestlé,Dairy,217,2025-06-16,2025-06-24,8,2.8,1.0,donate,Delhi,False,False,True,Delhi_156,North,True,12.2,2.9508460507688614
Bingo mad angles,Itc,Snacks,289,2025-06-27,2025-07-07,10,13.2,0.49,none,Kanpur,False,False,False,Kanpur_197,North,Not Recorded,2.4,13.007213324389664
Kurkure masala,Pepsico,Snacks,148,2025-06-12,2025-06-19,7,0.6,1.0,donate,Delhi,True,False,False,Delhi_157,North,True,6.2,0.6947808618861377
Kurkure masala,Pepsico,Snacks,59,2025-06-20,2025-06-23,3,12.2,1.0,donate,Chennai,True,True,False,Chennai_137,South,Not Recorded,14.6,13.191294412977332
Chicken breast 500g,Godrej,Meat,263,2025-06-19,2025-06-24,5,14.3,1.0,donate,Delhi,True,True,True,Delhi_158,North,True,11.9,16.108848064141124
Banana 6pcs,Local farmer,Produce,154,2025-06-14,2025-06-21,7,5.6,1.0,donate,Mumbai,True,True,True,Mumbai_74,West,False,11.2,6.232631236018964
Bingo mad angles,Itc,Snacks,60,2025-06-22,2025-07-03,11,21.6,0.11,none,Delhi,False,True,False,Delhi_159,North,True,4.4,24.335591027041183
Kurkure masala,Pepsico,Snacks,283,2025-06-12,2025-06-15,3,12.9,1.0,donate,Chennai,True,False,False,Chennai_138,South,Not Recorded,10.5,10.375337518618322
Multigrain cookies,Sunfeast,Bakery,60,2025-06-25,2025-06-30,5,10.4,0.58,monitor,Kanpur,False,False,False,Kanpur_198,North,Not Recorded,3.9,9.286593282603071
Mutton mince 250g,Godrej,Meat,271,2025-06-22,2025-07-04,12,8.9,1.0,donate,Delhi,False,False,True,Delhi_160,North,True,2.4,9.93753535260322
Brown bun pack,Harvest gold,Bakery,32,2025-06-24,2025-06-27,3,21.3,0.6,monitor,Delhi,False,False,False,Delhi_161,North,True,6.2,19.116389684504824
Nestlé yogurt 150g,Nestlé,Dairy,267,2025-06-13,2025-06-16,3,21.8,1.0,donate,Bangalore,False,False,True,Bangalore_115,South,Not Recorded,13.5,22.10603646725325
Bingo mad angles,Itc,Snacks,26,2025-06-15,2025-06-24,9,13.7,0.76,discount,Kanpur,False,False,False,Kanpur_199,North,Not Recorded,13.8,15.110117496618114
Mother dairy butter 100g,Mother dairy,Dairy,220,2025-06-19,2025-06-23,4,13.7,1.0,donate,Kanpur,False,False,True,Kanpur_200,North,Not Recorded,10.7,15.759351459194187
Amul milk 500ml,Amul,Dairy,12,2025-06-26,2025-06-30,4,4.6,0.26,none,Chennai,False,False,True,Chennai_139,South,Not Recorded,5.8,4.068557410058201
Chicken breast 500g,Godrej,Meat,260,2025-06-25,2025-07-05,10,13.0,0.57,monitor,Delhi,False,True,True,Delhi_162,North,True,8.4,11.92301284252422
Amul milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,12,14.1,0.31,none,Chennai,False,True,True,Chennai_140,South,Not Recorded,14.1,12.538684187122485
Spinach bunch,Local farmer,Produce,145,2025-06-15,2025-06-22,7,15.8,1.0,donate,Kanpur,True,False,True,Kanpur_201,North,Not Recorded,4.2,14.926487253656076
Fish fillet 300g,Freshcatch,Meat,40,2025-06-21,2025-06-25,4,12.5,1.0,donate,Chennai,True,True,True,Chennai_141,South,Not Recorded,14.4,14.15478323450002
Lays chips 100g,Pepsico,Snacks,232,2025-06-23,2025-07-03,10,9.7,0.96,donate,Kanpur,False,False,False,Kanpur_202,North,Not Recorded,6.9,11.11104481062035
Lays chips 100g,Pepsico,Snacks,165,2025-06-21,2025-06-24,3,13.4,1.0,donate,Chennai,True,True,False,Chennai_142,South,Not Recorded,13.3,15.499591945449415
Lays chips 100g,Pepsico,Snacks,144,2025-06-14,2025-06-24,10,13.6,1.0,donate,Chennai,True,False,False,Chennai_143,South,Not Recorded,12.9,12.912321228648253
Fish fillet 300g,Freshcatch,Meat,37,2025-06-15,2025-06-18,3,4.2,1.0,donate,Mumbai,True,True,True,Mumbai_75,West,False,15.0,4.305852691189448
Bingo mad angles,Itc,Snacks,289,2025-06-27,2025-07-07,10,13.2,0.49,none,Kanpur,False,False,False,Kanpur_203,North,Not Recorded,14.6,12.6357024450719
Amul milk 500ml,Amul,Dairy,12,2025-06-26,2025-06-30,4,4.6,0.26,none,Chennai,False,False,True,Chennai_144,South,Not Recorded,7.2,4.540764693450455
Mother dairy butter 100g,Mother dairy,Dairy,38,2025-06-18,2025-06-28,10,12.7,1.0,donate,Bangalore,True,False,True,Bangalore_116,South,Not Recorded,11.9,11.195858559135056
Mutton mince 250g,Godrej,Meat,96,2025-06-19,2025-07-01,12,22.0,0.29,none,Delhi,False,True,True,Delhi_163,North,True,6.8,18.05130595467905
Multigrain cookies,Sunfeast,Bakery,224,2025-06-18,2025-06-29,11,9.0,1.0,donate,Kanpur,True,False,False,Kanpur_204,North,Not Recorded,4.4,7.877193354171585
Banana 6pcs,Local farmer,Produce,154,2025-06-14,2025-06-21,7,5.6,1.0,donate,Mumbai,True,True,True,Mumbai_76,West,False,2.1,4.98256470170341
Multigrain cookies,Sunfeast,Bakery,60,2025-06-25,2025-06-30,5,10.4,0.58,monitor,Kanpur,False,False,False,Kanpur_205,North,Not Recorded,10.2,11.097148875692204
Brown bun pack,Harvest gold,Bakery,39,2025-06-19,2025-06-30,11,10.3,0.38,none,Chennai,False,False,False,Chennai_145,South,Not Recorded,11.3,9.588932925479632
Fish fillet 300g,Freshcatch,Meat,40,2025-06-21,2025-06-25,4,12.5,1.0,donate,Chennai,True,True,True,Chennai_146,South,Not Recorded,8.6,10.363547355251528
Brown bun pack,Harvest gold,Bakery,247,2025-06-25,2025-07-03,8,10.0,0.99,donate,Chennai,False,False,False,Chennai_147,South,Not Recorded,8.9,10.981281111425004
Mutton mince 250g,Godrej,Meat,295,2025-06-26,2025-07-03,7,24.6,0.48,none,Bangalore,False,False,True,Bangalore_117,South,Not Recorded,9.9,22.06536090700512
Spinach bunch,Local farmer,Produce,115,2025-06-16,2025-06-23,7,22.4,1.0,donate,Kanpur,True,True,True,Kanpur_206,North,Not Recorded,3.8,18.565151256286715
Nestlé yogurt 150g,Nestlé,Dairy,217,2025-06-16,2025-06-24,8,2.8,1.0,donate,Delhi,False,False,True,Delhi_164,North,True,2.5,3.197128802308417
Bingo mad angles,Itc,Snacks,92,2025-06-20,2025-06-28,8,12.1,1.0,donate,Chennai,False,False,False,Chennai_148,South,Not Recorded,9.8,14.239491936294382
Bingo mad angles,Itc,Snacks,63,2025-06-25,2025-07-02,7,14.9,0.21,none,Mumbai,False,False,False,Mumbai_77,West,False,7.9,14.277671798150946
Spinach bunch,Local farmer,Produce,145,2025-06-15,2025-06-22,7,15.8,1.0,donate,Kanpur,True,False,True,Kanpur_207,North,Not Recorded,9.6,18.61690112611116
Lays chips 100g,Pepsico,Snacks,232,2025-06-23,2025-07-03,10,9.7,0.96,donate,Kanpur,False,False,False,Kanpur_208,North,Not Recorded,6.0,8.205506290633803
Chicken breast 500g,Godrej,Meat,47,2025-06-19,2025-06-25,6,10.3,1.0,donate,Delhi,False,True,True,Delhi_165,North,True,10.8,9.031626314047005
Nestlé yogurt 150g,Nestlé,Dairy,217,2025-06-16,2025-06-24,8,2.8,1.0,donate,Delhi,False,False,True,Delhi_166,North,True,3.4,2.2946845289339453
Tomato 1kg,Local farmer,Produce,204,2025-06-18,2025-06-21,3,9.7,1.0,donate,Kanpur,False,True,True,Kanpur_209,North,Not Recorded,13.5,9.80566134760325
Chicken breast 500g,Godrej,Meat,100,2025-06-26,2025-07-05,9,2.8,1.0,donate,Kanpur,True,True,True,Kanpur_210,North,Not Recorded,11.8,2.8552561678005426
Nestlé yogurt 150g,Nestlé,Dairy,262,2025-06-16,2025-06-20,4,2.0,1.0,donate,Delhi,True,False,True,Delhi_167,North,True,13.5,2.0843979504039547
Chicken breast 500g,Godrej,Meat,263,2025-06-19,2025-06-24,5,14.3,1.0,donate,Delhi,True,True,True,Delhi_168,North,True,6.0,16.251003384392455
Brown bun pack,Harvest gold,Bakery,247,2025-06-25,2025-07-03,8,10.0,0.99,donate,Chennai,False,False,False,Chennai_149,South,Not Recorded,9.3,11.88198602954918
Amul milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,12,14.1,0.31,none,Chennai,False,True,True,Chennai_150,South,Not Recorded,3.4,16.561513465153958
Kurkure masala,Pepsico,Snacks,148,2025-06-12,2025-06-19,7,0.6,1.0,donate,Delhi,True,False,False,Delhi_169,North,True,9.4,0.5269256433020819
Mutton mince 250g,Godrej,Meat,96,2025-06-19,2025-07-01,12,22.0,0.29,none,Delhi,False,True,True,Delhi_170,North,True,4.2,17.63556276603117
Chicken breast 500g,Godrej,Meat,260,2025-06-25,2025-07-05,10,13.0,0.57,monitor,Delhi,False,True,True,Delhi_171,North,True,10.2,13.900687638209948
Brown bun pack,Harvest gold,Bakery,222,2025-06-18,2025-06-22,4,23.4,1.0,donate,Mumbai,True,False,False,Mumbai_78,West,False,2.7,20.897142678267524
Brown bun pack,Harvest gold,Bakery,247,2025-06-25,2025-07-03,8,10.0,0.99,donate,Chennai,False,False,False,Chennai_151,South,Not Recorded,14.9,10.91916718938718
Kurkure masala,Pepsico,Snacks,148,2025-06-12,2025-06-19,7,0.6,1.0,donate,Delhi,True,False,False,Delhi_172,North,True,13.1,0.5070248955491956
Nestlé yogurt 150g,Nestlé,Dairy,201,2025-06-23,2025-06-26,3,20.1,1.0,donate,Mumbai,False,True,True,Mumbai_79,West,False,3.8,21.35162990775796
Nestlé yogurt 150g,Nestlé,Dairy,217,2025-06-16,2025-06-24,8,2.8,1.0,donate,Delhi,False,False,True,Delhi_173,North,True,5.5,2.8930145944417536
Lays chips 100g,Pepsico,Snacks,144,2025-06-14,2025-06-24,10,13.6,1.0,donate,Chennai,True,False,False,Chennai_152,South,Not Recorded,7.2,12.434583559536245
Mother dairy butter 100g,Mother dairy,Dairy,38,2025-06-18,2025-06-28,10,12.7,1.0,donate,Bangalore,True,False,True,Bangalore_118,South,Not Recorded,7.4,11.748754746728231
Kurkure masala,Pepsico,Snacks,224,2025-06-24,2025-07-06,12,3.6,1.0,donate,Bangalore,True,True,False,Bangalore_119,South,Not Recorded,13.6,3.627678471425022
Fish fillet 300g,Freshcatch,Meat,228,2025-06-23,2025-06-27,4,20.6,1.0,donate,Bangalore,True,False,True,Bangalore_120,South,Not Recorded,2.3,17.852615084986827
Kurkure masala,Pepsico,Snacks,224,2025-06-24,2025-07-06,12,3.6,1.0,donate,Bangalore,True,True,False,Bangalore_121,South,Not Recorded,2.2,3.420471061176944
Mutton mince 250g,Godrej,Meat,295,2025-06-26,2025-07-03,7,24.6,0.48,none,Bangalore,False,False,True,Bangalore_122,South,Not Recorded,13.6,20.335979392632726
White bread,Harvest gold,Bakery,162,2025-06-26,2025-07-02,6,14.2,0.57,monitor,Bangalore,False,False,False,Bangalore_123,South,Not Recorded,11.5,14.204715923339144
Kurkure masala,Pepsico,Snacks,148,2025-06-12,2025-06-19,7,0.6,1.0,donate,Delhi,True,False,False,Delhi_174,North,True,4.8,0.6010220573719921
Bingo mad angles,Itc,Snacks,92,2025-06-20,2025-06-28,8,12.1,1.0,donate,Chennai,False,False,False,Chennai_153,South,Not Recorded,5.2,12.615190992430634
Nestlé yogurt 150g,Nestlé,Dairy,201,2025-06-23,2025-06-26,3,20.1,1.0,donate,Mumbai,False,True,True,Mumbai_80,West,False,2.5,22.97536936442909
Lays chips 100g,Pepsico,Snacks,144,2025-06-14,2025-06-24,10,13.6,1.0,donate,Chennai,True,False,False,Chennai_154,South,Not Recorded,9.6,11.600768776467657
Kurkure masala,Pepsico,Snacks,224,2025-06-24,2025-07-06,12,3.6,1.0,donate,Bangalore,True,True,False,Bangalore_124,South,Not Recorded,8.1,3.581924206168432
Brown bun pack,Harvest gold,Bakery,42,2025-06-14,2025-06-17,3,24.3,0.69,monitor,Kanpur,False,True,False,Kanpur_211,North,Not Recorded,12.5,22.677183061765025
Chicken breast 500g,Godrej,Meat,47,2025-06-19,2025-06-25,6,10.3,1.0,donate,Delhi,False,True,True,Delhi_175,North,True,4.6,10.025570715720503
Spinach bunch,Local farmer,Produce,268,2025-06-16,2025-06-24,8,4.9,1.0,donate,Delhi,False,True,True,Delhi_176,North,True,4.9,5.59944874708335
Fish fillet 300g,Freshcatch,Meat,40,2025-06-21,2025-06-25,4,12.5,1.0,donate,Chennai,True,True,True,Chennai_155,South,Not Recorded,11.2,14.287406128012307
Nestlé yogurt 150g,Nestlé,Dairy,262,2025-06-16,2025-06-20,4,2.0,1.0,donate,Delhi,True,False,True,Delhi_177,North,True,11.3,1.7182878772560797
Amul milk 500ml,Amul,Dairy,11,2025-06-16,2025-06-28,12,14.1,0.31,none,Chennai,False,True,True,Chennai_156,South,Not Recorded,4.6,14.49571722942411
Nestlé yogurt 150g,Nestlé,Dairy,217,2025-06-16,2025-06-24,8,2.8,1.0,donate,Delhi,False,False,True,Delhi_178,North,True,10.0,2.4419283060288484
Amul milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,11,8.9,1.0,donate,Bangalore,False,False,True,Bangalore_125,South,Not Recorded,13.6,10.020489187922127
Nestlé yogurt 150g,Nestlé,Dairy,217,2025-06-16,2025-06-24,8,2.8,1.0,donate,Delhi,False,False,True,Delhi_179,North,True,10.4,2.631551965719093
Bingo mad angles,Itc,Snacks,26,2025-06-15,2025-06-24,9,13.7,0.76,discount,Kanpur,False,False,False,Kanpur_212,North,Not Recorded,10.5,14.92022858273261
Mutton mince 250g,Godrej,Meat,265,2025-06-15,2025-06-19,4,1.7,1.0,donate,Delhi,True,True,True,Delhi_180,North,True,12.5,1.6713508126011036
Spinach bunch,Local farmer,Produce,253,2025-06-12,2025-06-15,3,12.6,1.0,donate,Kanpur,True,True,True,Kanpur_213,North,Not Recorded,6.6,13.82115632942281
Mutton mince 250g,Godrej,Meat,265,2025-06-15,2025-06-19,4,1.7,1.0,donate,Delhi,True,True,True,Delhi_181,North,True,2.0,1.6803430358594762
Brown bun pack,Harvest gold,Bakery,32,2025-06-24,2025-06-27,3,21.3,0.6,monitor,Delhi,False,False,False,Delhi_182,North,True,11.0,25.068129653628223
Brown bun pack,Harvest gold,Bakery,39,2025-06-19,2025-06-30,11,10.3,0.38,none,Chennai,False,False,False,Chennai_157,South,Not Recorded,3.1,11.062741692092656
Chicken breast 500g,Godrej,Meat,100,2025-06-26,2025-07-05,9,2.8,1.0,donate,Kanpur,True,True,True,Kanpur_214,North,Not Recorded,5.5,2.2958471086655816
Bingo mad angles,Itc,Snacks,60,2025-06-22,2025-07-03,11,21.6,0.11,none,Delhi,False,True,False,Delhi_183,North,True,7.3,23.37069985513017
Brown bun pack,Harvest gold,Bakery,247,2025-06-25,2025-07-03,8,10.0,0.99,donate,Chennai,False,False,False,Chennai_158,South,Not Recorded,4.0,11.680515413012596
Fish fillet 300g,Freshcatch,Meat,228,2025-06-23,2025-06-27,4,20.6,1.0,donate,Bangalore,True,False,True,Bangalore_126,South,Not Recorded,11.5,20.24285875909083
Nestlé yogurt 150g,Nestlé,Dairy,267,2025-06-13,2025-06-16,3,21.8,1.0,donate,Bangalore,False,False,True,Bangalore_127,South,Not Recorded,11.9,19.823305278803964
Bingo mad angles,Itc,Snacks,26,2025-06-15,2025-06-24,9,13.7,0.76,discount,Kanpur,False,False,False,Kanpur_215,North,Not Recorded,3.6,14.659972475938352
White bread,Harvest gold,Bakery,162,2025-06-26,2025-07-02,6,14.2,0.57,monitor,Bangalore,False,False,False,Bangalore_128,South,Not Recorded,2.7,12.527983908636417
Brown bun pack,Harvest gold,Bakery,42,2025-06-14,2025-06-17,3,24.3,0.69,monitor,Kanpur,False,True,False,Kanpur_216,North,Not Recorded,9.4,25.00747520243153
Kurkure masala,Pepsico,Snacks,59,2025-06-20,2025-06-23,3,12.2,1.0,donate,Chennai,True,True,False,Chennai_159,South,Not Recorded,10.8,12.311311054426277
Brown bun pack,Harvest gold,Bakery,90,2025-06-26,2025-07-08,12,22.4,0.08,none,Chennai,False,True,False,Chennai_160,South,Not Recorded,12.2,22.775294543142145
Chicken breast 500g,Godrej,Meat,263,2025-06-19,2025-06-24,5,14.3,1.0,donate,Delhi,True,True,True,Delhi_184,North,True,2.5,16.44203073849381
Bingo mad angles,Itc,Snacks,92,2025-06-20,2025-06-28,8,12.1,1.0,donate,Chennai,False,False,False,Chennai_161,South,Not Recorded,9.9,13.539025771650149
Nestlé yogurt 150g,Nestlé,Dairy,201,2025-06-23,2025-06-26,3,20.1,1.0,donate,Mumbai,False,True,True,Mumbai_81,West,False,2.2,20.829370522979804
Spinach bunch,Local farmer,Produce,253,2025-06-12,2025-06-15,3,12.6,1.0,donate,Kanpur,True,True,True,Kanpur_217,North,Not Recorded,7.2,11.512632416332387
Kurkure masala,Pepsico,Snacks,283,2025-06-12,2025-06-15,3,12.9,1.0,donate,Chennai,True,False,False,Chennai_162,South,Not Recorded,7.8,13.25171780992536
Brown bun pack,Harvest gold,Bakery,32,2025-06-24,2025-06-27,3,21.3,0.6,monitor,Delhi,False,False,False,Delhi_185,North,True,4.2,22.13021906997019
Mother dairy butter 100g,Mother dairy,Dairy,220,2025-06-19,2025-06-23,4,13.7,1.0,donate,Kanpur,False,False,True,Kanpur_218,North,Not Recorded,8.9,11.273404411568729
Chicken breast 500g,Godrej,Meat,260,2025-06-25,2025-07-05,10,13.0,0.57,monitor,Delhi,False,True,True,Delhi_186,North,True,6.0,13.136601876025182
Amul milk 500ml,Amul,Dairy,185,2025-06-12,2025-06-23,11,8.9,1.0,donate,Bangalore,False,False,True,Bangalore_129,South,Not Recorded,8.0,8.18699023028556
Spinach bunch,Local farmer,Produce,253,2025-06-12,2025-06-15,3,12.6,1.0,donate,Kanpur,True,True,True,Kanpur_219,North,Not Recorded,10.7,10.489499098318188
Mutton mince 250g,Godrej,Meat,295,2025-06-26,2025-07-03,7,24.6,0.48,none,Bangalore,False,False,True,Bangalore_130,South,Not Recorded,10.9,25.367353181538903
Fish fillet 300g,Freshcatch,Meat,40,2025-06-21,2025-06-25,4,12.5,1.0,donate,Chennai,True,True,True,Chennai_163,South,Not Recorded,12.4,11.557765924117144
Mother dairy butter 100g,Mother dairy,Dairy,220,2025-06-19,2025-06-23,4,13.7,1.0,donate,Kanpur,False,False,True,Kanpur_220,North,Not Recorded,3.4,16.353823767958314
Lays chips 100g,Pepsico,Snacks,116,2025-06-14,2025-06-22,8,7.0,1.0,donate,Kanpur,True,True,False,Kanpur_221,North,Not Recorded,13.5,7.08690901570316
Kurkure masala,Pepsico,Snacks,224,2025-06-24,2025-07-06,12,3.6,1.0,donate,Bangalore,True,True,False,Bangalore_131,South,Not Recorded,2.9,3.1970788499046443
Mutton mince 250g,Godrej,Meat,295,2025-06-26,2025-07-03,7,24.6,0.48,none,Bangalore,False,False,True,Bangalore_132,South,Not Recorded,7.0,24.94405664750555
Kurkure masala,Pepsico,Snacks,224,2025-06-24,2025-07-06,12,3.6,1.0,donate,Bangalore,True,True,False,Bangalore_133,South,Not Recorded,9.5,4.016805248125252
Chicken breast 500g,Godrej,Meat,100,2025-06-26,2025-07-05,9,2.8,1.0,donate,Kanpur,True,True,True,Kanpur_222,North,Not Recorded,12.7,3.264450282224206
Brown bun pack,Harvest gold,Bakery,222,2025-06-18,2025-06-22,4,23.4,1.0,donate,Mumbai,True,False,False,Mumbai_82,West,False,5.8,25.977572207957905
Mutton mince 250g,Godrej,Meat,295,2025-06-26,2025-07-03,7,24.6,0.48,none,Bangalore,False,False,True,Bangalore_134,South,Not Recorded,11.1,27.991599689787225
